Code,RawLabel,ProcLabel
TH42,Samut Prakan,"Samut Prakan, Thailand"
TH43,Nakhon Nayok,"Nakhon Nayok, Thailand"
TH44,Chachoengsao,"Chachoengsao, Thailand"
TH45,Prachin Buri,"Prachin Buri, Thailand"
TH46,Chon Buri,"Chon Buri, Thailand"
TH47,Rayong,"Rayong, Thailand"
TH48,Chanthaburi,"Chanthaburi, Thailand"
TH49,Trat,"Trat, Thailand"
TH50,Kanchanaburi,"Kanchanaburi, Thailand"
TH51,Suphan Buri,"Suphan Buri, Thailand"
TH52,Ratchaburi,"Ratchaburi, Thailand"
TH53,Nakhon Pathom,"Nakhon Pathom, Thailand"
TH54,Samut Songkhram,"Samut Songkhram, Thailand"
TH55,Samut Sakhon,"Samut Sakhon, Thailand"
TH56,Phetchaburi,"Phetchaburi, Thailand"
TH57,Prachuap Khiri Khan,"Prachuap Khiri Khan, Thailand"
TH58,Chumphon,"Chumphon, Thailand"
TH59,Ranong,"Ranong, Thailand"
TH60,Surat Thani,"Surat Thani, Thailand"
TH61,Phangnga,"Phangnga, Thailand"
TH62,Phuket,"Phuket, Thailand"
TH63,Krabi,"Krabi, Thailand"
TH64,Nakhon Si Thammarat,"Nakhon Si Thammarat, Thailand"
TH65,Trang,"Trang, Thailand"
TH66,Phatthalung,"Phatthalung, Thailand"
TH67,Satun,"Satun, Thailand"
TH68,Songkhla,"Songkhla, Thailand"
TH69,Pattani,"Pattani, Thailand"
TH70,Yala,"Yala, Thailand"
TH71,Ubon Ratchathani,"Ubon Ratchathani, Thailand"
TH72,Yasothon,"Yasothon, Thailand"
TH73,Nakhon Phanom,"Nakhon Phanom, Thailand"
TH74,Prachin Buri,"Prachin Buri, Thailand"
TH75,Ubon Ratchathani,"Ubon Ratchathani, Thailand"
TH76,Udon Thani,"Udon Thani, Thailand"
TH77,Amnta Charoen,"Amnta Charoen, Thailand"
TH78,Mukdahan,"Mukdahan, Thailand"
TH79,Nong Bua Lamphu,"Nong Bua Lamphu, Thailand"
TH80,Sa Kaeo,"Sa Kaeo, Thailand"
TH81,Changwat Bueng Kan,"Changwat Bueng Kan, Thailand"
TI00,TAJIKISTAN,Tajikistan
TI01,Kuhistoni Badakhshon,"Kuhistoni Badakhshon, Tajikistan"
TI02,Khatlon,"Khatlon, Tajikistan"
TI03,Sughd,"Sughd, Tajikistan"
TI04,Gorod Dushanbe,"Gorod Dushanbe, Tajikistan"
TI05,Districts Under Republic Administation,"Districts Under Republic Administation, Tajikistan"
TK00,TURKS AND CAICOS ISLANDS,Turks And Caicos Islands
TL00,TOKELAU,Tokelau
TN00,TONGA,Tonga
TN01,Ha`apai,"Haapai, Tonga"
TN02,Tongatapu,"Tongatapu, Tonga"
TN03,Vava`u,"Vavau, Tonga"
TO00,TOGO,Togo
TO01,Amlame,"Amlame, Togo"
TO02,Aneho,"Aneho, Togo"
TO03,Atakpame,"Atakpame, Togo"
TO04,Bafilo,"Bafilo, Togo"
TO05,Bassar,"Bassar, Togo"
TO06,Dapaong,"Dapaong, Togo"
TO07,Kante,"Kante, Togo"
TO08,Klouto,"Klouto, Togo"
TO09,Lama-Kara,"Lama-Kara, Togo"
TO10,Lome,"Lome, Togo"
TO11,Mango,"Mango, Togo"
TO12,Niamtougou,"Niamtougou, Togo"
TO13,Notse,"Notse, Togo"
TO14,Kpagouda,"Kpagouda, Togo"
TO15,Badou,"Badou, Togo"
TO16,Sotouboua,"Sotouboua, Togo"
TO17,Tabligbo,"Tabligbo, Togo"
TO18,Tsevie,"Tsevie, Togo"
TO19,Tchamba,"Tchamba, Togo"
TO20,Tchaoudjo,"Tchaoudjo, Togo"
TO21,Vogan,"Vogan, Togo"
TO22,Centrale,"Centrale, Togo"
TO23,Kara,"Kara, Togo"
TO24,Maritime,"Maritime, Togo"
TO25,Plateaux,"Plateaux, Togo"
TO26,Savanes,"Savanes, Togo"
TP00,SAO TOME AND PRINCIPE,Sao Tome And Principe
TP01,Principe,"Principe, Sao Tome And Principe"
TP02,Sao Tome,"Sao Tome, Sao Tome And Principe"
TS00,TUNISIA,Tunisia
TS02,Al Qasrayn,"Al Qasrayn, Tunisia"
TS03,Al Qayrawan,"Al Qayrawan, Tunisia"
TS06,Jundubah,"Jundubah, Tunisia"
TS07,Madanin,"Madanin, Tunisia"
TS09,Qabis,"Qabis, Tunisia"
TS10,Qafsah,"Qafsah, Tunisia"
TS14,Kef,"Kef, Tunisia"
TS15,Al Mahdiyah,"Al Mahdiyah, Tunisia"
TS16,Al Munastir,"Al Munastir, Tunisia"
TS17,Bajah,"Bajah, Tunisia"
TS18,Banzart,"Banzart, Tunisia"
TS19,Nabul,"Nabul, Tunisia"
TS20,Safaqis,"Safaqis, Tunisia"
TS21,Sidi Bu Zayd,"Sidi Bu Zayd, Tunisia"
TS22,Silyanah,"Silyanah, Tunisia"
TS23,Susah,"Susah, Tunisia"
TS24,Tunis,"Tunis, Tunisia"
TS25,Tunis al Janubiyah,"Tunis Al Janubiyah, Tunisia"
TS26,Aryanah,"Aryanah, Tunisia"
TS27,Bin `Arus,"Bin Arus, Tunisia"
TS28,Madanin,"Madanin, Tunisia"
TS29,Qabis,"Qabis, Tunisia"
TS30,Qafsah,"Qafsah, Tunisia"
TS31,Qibili,"Qibili, Tunisia"
TS32,Safaqis,"Safaqis, Tunisia"
TS33,Sidi Bu Zayd,"Sidi Bu Zayd, Tunisia"
TS34,Tatawin,"Tatawin, Tunisia"
TS35,Tawzar,"Tawzar, Tunisia"
TS36,Tunis,"Tunis, Tunisia"
TS37,Zaghwan,"Zaghwan, Tunisia"
TS38,Ariana,"Ariana, Tunisia"
TS39,Manouba,"Manouba, Tunisia"
TT00,TIMOR-LESTE,Timor-Leste
TT01,Kabupaten Aileu,"Kabupaten Aileu, Timor-Leste"
TT02,Distritu Ainaro,"Distritu Ainaro, Timor-Leste"
TT03,Baucau,"Baucau, Timor-Leste"
TT04,Distritu Bobonaro,"Distritu Bobonaro, Timor-Leste"
TT05,Cova Lima,"Cova Lima, Timor-Leste"
TT06,Kabupaten Dili,"Kabupaten Dili, Timor-Leste"
TT07,Circunscricao de Ermera,"Circunscricao De Ermera, Timor-Leste"
TT08,Circunscricao Civil de Lautem,"Circunscricao Civil De Lautem, Timor-Leste"
TT09,Kabupaten Likisia,"Kabupaten Likisia, Timor-Leste"
TT10,Manatuto,"Manatuto, Timor-Leste"
TT11,Same,"Same, Timor-Leste"
TT12,Okusi Ambeno,"Okusi Ambeno, Timor-Leste"
TT13,Kabupaten Vikeke,"Kabupaten Vikeke, Timor-Leste"
TU00,TURKEY,Turkey
TU01,Adana,"Adana, Turkey"
TU02,Adiyaman,"Adiyaman, Turkey"
TU03,Afyonkarahisar,"Afyonkarahisar, Turkey"
TU04,Agri,"Agri, Turkey"
TU05,Amasya,"Amasya, Turkey"
TU06,Ankara,"Ankara, Turkey"
TU07,Antalya,"Antalya, Turkey"
TU08,Artvin,"Artvin, Turkey"
TU09,Aydin,"Aydin, Turkey"
TU10,Balikesir,"Balikesir, Turkey"
TU11,Bilecik,"Bilecik, Turkey"
TU12,Bingol,"Bingol, Turkey"
TU13,Bitlis,"Bitlis, Turkey"
TU14,Bolu,"Bolu, Turkey"
TU15,Burdur,"Burdur, Turkey"
TU16,Bursa,"Bursa, Turkey"
TU17,Canakkale,"Canakkale, Turkey"
TU18,Cankiri,"Cankiri, Turkey"
TU19,Corum,"Corum, Turkey"
TU20,Denizli,"Denizli, Turkey"
TU21,Diyarbakir,"Diyarbakir, Turkey"
TU22,Edirne,"Edirne, Turkey"
TU23,Elazig,"Elazig, Turkey"
TU24,Erzincan,"Erzincan, Turkey"
TU25,Erzurum,"Erzurum, Turkey"
TU26,Eskisehir,"Eskisehir, Turkey"
TU27,Gaziantep,"Gaziantep, Turkey"
TU28,Giresun,"Giresun, Turkey"
TU29,Giimiishane,"Giimiishane, Turkey"
TU30,Hakkari,"Hakkari, Turkey"
TU31,Hatay,"Hatay, Turkey"
TU32,Icel,"Icel, Turkey"
TU33,Isparta,"Isparta, Turkey"
TU34,Istanbul,"Istanbul, Turkey"
TU35,Izmir,"Izmir, Turkey"
TU36,Kars,"Kars, Turkey"
TU37,Kastamonu,"Kastamonu, Turkey"
TU38,Kayseri,"Kayseri, Turkey"
TU39,Kirklareli,"Kirklareli, Turkey"
TU40,Kirsehir,"Kirsehir, Turkey"
TU41,Kocaeli,"Kocaeli, Turkey"
TU42,Konya,"Konya, Turkey"
TU43,Kutahya,"Kutahya, Turkey"
TU44,Malatya,"Malatya, Turkey"
TU45,Manisa,"Manisa, Turkey"
TU46,Kahramanmaras,"Kahramanmaras, Turkey"
TU47,Mardin,"Mardin, Turkey"
TU48,Mugla,"Mugla, Turkey"
TU49,Mus,"Mus, Turkey"
TU50,Nevsehir,"Nevsehir, Turkey"
TU51,Nigde,"Nigde, Turkey"
TU52,Ordu,"Ordu, Turkey"
TU53,Rize,"Rize, Turkey"
TU54,Sakarya,"Sakarya, Turkey"
TU55,Samsun,"Samsun, Turkey"
TU56,Siirt,"Siirt, Turkey"
TU57,Sinop,"Sinop, Turkey"
TU58,Sivas,"Sivas, Turkey"
TU59,Tekirdag,"Tekirdag, Turkey"
TU60,Tokat,"Tokat, Turkey"
TU61,Trabzon,"Trabzon, Turkey"
TU62,Tunceli,"Tunceli, Turkey"
TU63,Sanliurfa,"Sanliurfa, Turkey"
TU64,Usak,"Usak, Turkey"
TU65,Van,"Van, Turkey"
TU66,Yozgat,"Yozgat, Turkey"
TU67,Zonguldak,"Zonguldak, Turkey"
TU68,Ankara,"Ankara, Turkey"
TU69,Gumushane,"Gumushane, Turkey"
TU70,Hakkari,"Hakkari, Turkey"
TU71,Konya,"Konya, Turkey"
TU72,Mardin,"Mardin, Turkey"
TU73,Nigde,"Nigde, Turkey"
TU74,Siirt,"Siirt, Turkey"
TU75,Aksaray,"Aksaray, Turkey"
TU76,Batman,"Batman, Turkey"
TU77,Bayburt,"Bayburt, Turkey"
TU78,Karaman,"Karaman, Turkey"
TU79,Kirikkale,"Kirikkale, Turkey"
TU80,Sirnak,"Sirnak, Turkey"
TU81,Adana,"Adana, Turkey"
TU82,Cankiri,"Cankiri, Turkey"
TU83,Gaziantep,"Gaziantep, Turkey"
TU84,Kars,"Kars, Turkey"
TU85,Zonguldak,"Zonguldak, Turkey"
TU86,Ardahan,"Ardahan, Turkey"
TU87,Bartin Ili,"Bartin Ili, Turkey"
TU88,Igdir,"Igdir, Turkey"
TU89,Karabuk,"Karabuk, Turkey"
TU90,Kilis,"Kilis, Turkey"
TU91,Osmaniye,"Osmaniye, Turkey"
TU92,Yalova,"Yalova, Turkey"
TU93,Duzce,"Duzce, Turkey"
TV00,TUVALU,Tuvalu
TW00,TAIWAN,Taiwan
TW01,Fu-chien,"Fu-Chien, Taiwan"
TW02,Kao-hsiung,"Kao-Hsiung, Taiwan"
TW03,T'ai-pei,"Tai-Pei, Taiwan"
TW04,T'ai-wan,"Tai-Wan, Taiwan"
TW05,Zhanghua Xian,"Zhanghua Xian, Taiwan"
TW06,Jiayi Shi,"Jiayi Shi, Taiwan"
TW07,Jiayi Xian,"Jiayi Xian, Taiwan"
TW08,Xinzhu Shi,"Xinzhu Shi, Taiwan"
TW09,Xinzhu Xian,"Xinzhu Xian, Taiwan"
TW10,Hualian Xian,"Hualian Xian, Taiwan"
TW12,Jilong Shi,"Jilong Shi, Taiwan"
TW13,Jinmen Xian,"Jinmen Xian, Taiwan"
TW14,Lianjiang Xian,"Lianjiang Xian, Taiwan"
TW15,Miaoli Xian,"Miaoli Xian, Taiwan"
TW16,Nantou Xian,"Nantou Xian, Taiwan"
TW17,Penghu Xian,"Penghu Xian, Taiwan"
TW18,Pingdong Xian,"Pingdong Xian, Taiwan"
TW19,Tai-chung,"Tai-Chung, Taiwan"
TW21,Tainan Municipality,"Tainan Municipality, Taiwan"
TW23,Hsin-pei Shih,"Hsin-Pei Shih, Taiwan"
TW24,Taidong Xian,"Taidong Xian, Taiwan"
TW25,Taoyuan Xian,"Taoyuan Xian, Taiwan"
TW26,Yilan Xian,"Yilan Xian, Taiwan"
TW27,Yunlin Xian,"Yunlin Xian, Taiwan"
TX00,TURKMENISTAN,Turkmenistan
TX01,Ahal,"Ahal, Turkmenistan"
TX02,Balkan,"Balkan, Turkmenistan"
TX03,Dashhowuz,"Dashhowuz, Turkmenistan"
TX04,Lebap,"Lebap, Turkmenistan"
TX05,Mary,"Mary, Turkmenistan"
TZ00,TANZANIA,Tanzania
TZ01,Arusha,"Arusha, Tanzania"
TZ02,Pwani,"Pwani, Tanzania"
TZ03,Dodoma,"Dodoma, Tanzania"
TZ04,Iringa,"Iringa, Tanzania"
TZ05,Kigoma,"Kigoma, Tanzania"
TZ06,Kilimanjaro,"Kilimanjaro, Tanzania"
TZ07,Lindi,"Lindi, Tanzania"
TZ08,Mara,"Mara, Tanzania"
TZ09,Mbeya,"Mbeya, Tanzania"
TZ10,Morogoro,"Morogoro, Tanzania"
TZ11,Mtwara,"Mtwara, Tanzania"
TZ12,Mwanza,"Mwanza, Tanzania"
TZ13,Pemba North,"Pemba North, Tanzania"
TZ14,Ruvuma,"Ruvuma, Tanzania"
TZ15,Shinyanga,"Shinyanga, Tanzania"
TZ16,Singida,"Singida, Tanzania"
TZ17,Tabora,"Tabora, Tanzania"
TZ18,Tanga,"Tanga, Tanzania"
TZ19,Kagera,"Kagera, Tanzania"
TZ20,Pemba South,"Pemba South, Tanzania"
TZ21,Zanzibar Central/South,"Zanzibar Central/South, Tanzania"
TZ22,Zanzibar North,"Zanzibar North, Tanzania"
TZ23,Dar es Salaam,"Dar Es Salaam, Tanzania"
TZ24,Rukwa,"Rukwa, Tanzania"
TZ25,Zanzibar Urban/West,"Zanzibar Urban/West, Tanzania"
TZ26,Arusha,"Arusha, Tanzania"
TZ27,Manyara,"Manyara, Tanzania"
UF00,Undersea Features,Undersea Features
UG00,UGANDA,Uganda
UG01,Ankole,"Ankole, Uganda"
UG02,Bugisu,"Bugisu, Uganda"
UG03,Bukedi,"Bukedi, Uganda"
UG04,Bunyoro,"Bunyoro, Uganda"
UG05,Busoga,"Busoga, Uganda"
UG06,East Acholi,"East Acholi, Uganda"
UG07,East Mengo,"East Mengo, Uganda"
UG08,Karamoja,"Karamoja, Uganda"
UG09,Kigezi,"Kigezi, Uganda"
UG10,Lango,"Lango, Uganda"
UG11,Madi,"Madi, Uganda"
UG12,South Buganda,"South Buganda, Uganda"
UG13,Mubende,"Mubende, Uganda"
UG14,Sebei,"Sebei, Uganda"
UG15,Teso,"Teso, Uganda"
UG16,Toro,"Toro, Uganda"
UG17,West Acholi,"West Acholi, Uganda"
UG18,Central,"Central, Uganda"
UG19,West Nile,"West Nile, Uganda"
UG20,Eastern,"Eastern, Uganda"
UG21,Nile,"Nile, Uganda"
UG22,North Buganda,"North Buganda, Uganda"
UG23,Northern,"Northern, Uganda"
UG24,Southern,"Southern, Uganda"
UG25,Western,"Western, Uganda"
UG26,Apac,"Apac, Uganda"
UG27,Arua,"Arua, Uganda"
UG28,Bundibugyo,"Bundibugyo, Uganda"
UG29,Bushenyi,"Bushenyi, Uganda"
UG30,Gulu,"Gulu, Uganda"
UG31,Hoima,"Hoima, Uganda"
UG32,Iganga,"Iganga, Uganda"
UG33,Jinja,"Jinja, Uganda"
UG34,Kabale,"Kabale, Uganda"
UG35,Kabarole,"Kabarole, Uganda"
UG36,Kalangala,"Kalangala, Uganda"
UG37,Kampala,"Kampala, Uganda"
UG38,Kamuli,"Kamuli, Uganda"
UG39,Kapchorwa,"Kapchorwa, Uganda"
UG40,Kasese,"Kasese, Uganda"
UG41,Kibale,"Kibale, Uganda"
UG42,Kiboga,"Kiboga, Uganda"
UG43,Kisoro,"Kisoro, Uganda"
UG44,Kitgum,"Kitgum, Uganda"
UG45,Kotido,"Kotido, Uganda"
UG46,Kumi,"Kumi, Uganda"
UG47,Lira,"Lira, Uganda"
UG48,Luwero,"Luwero, Uganda"
UG49,Masaka,"Masaka, Uganda"
UG50,Masindi,"Masindi, Uganda"
UG51,Mbale,"Mbale, Uganda"
UG52,Mbarara,"Mbarara, Uganda"
UG53,Moroto,"Moroto, Uganda"
UG54,Moyo,"Moyo, Uganda"
UG55,Mpigi,"Mpigi, Uganda"
UG56,Mubende,"Mubende, Uganda"
UG57,Mukono,"Mukono, Uganda"
UG58,Nebbi,"Nebbi, Uganda"
UG59,Ntungamo,"Ntungamo, Uganda"
UG60,Pallisa,"Pallisa, Uganda"
UG61,Rakai,"Rakai, Uganda"
UG62,Rukungiri,"Rukungiri, Uganda"
UG63,Soroti,"Soroti, Uganda"
UG64,Tororo,"Tororo, Uganda"
UG65,Adjumani,"Adjumani, Uganda"
UG66,Bugiri,"Bugiri, Uganda"
UG67,Busia,"Busia, Uganda"
UG68,Iganga,"Iganga, Uganda"
UG69,Katakwi,"Katakwi, Uganda"
UG70,Luwero,"Luwero, Uganda"
UG71,Masaka,"Masaka, Uganda"
UG72,Moyo,"Moyo, Uganda"
UG73,Nakasongola,"Nakasongola, Uganda"
UG74,Sembabule,"Sembabule, Uganda"
UG75,Soroti,"Soroti, Uganda"
UG76,Tororo,"Tororo, Uganda"
UG77,Arua,"Arua, Uganda"
UG78,Iganga,"Iganga, Uganda"
UG79,Kabarole,"Kabarole, Uganda"
UG80,Kaberamaido,"Kaberamaido, Uganda"
UG81,Kamwenge,"Kamwenge, Uganda"
UG82,Kanungu,"Kanungu, Uganda"
UG83,Kayunga,"Kayunga, Uganda"
UG84,Kitgum,"Kitgum, Uganda"
UG85,Kyenjojo,"Kyenjojo, Uganda"
UG86,Mayuge,"Mayuge, Uganda"
UG87,Mbale,"Mbale, Uganda"
UG88,Moroto,"Moroto, Uganda"
UG89,Mpigi,"Mpigi, Uganda"
UG90,Mukono,"Mukono, Uganda"
UG91,Nakapiripirit,"Nakapiripirit, Uganda"
UG92,Pader,"Pader, Uganda"
UG93,Rukungiri,"Rukungiri, Uganda"
UG94,Sironko,"Sironko, Uganda"
UG95,Soroti,"Soroti, Uganda"
UG96,Wakiso,"Wakiso, Uganda"
UG97,Yumbe,"Yumbe, Uganda"
UG98,Adjumani District,"Adjumani District, Uganda"
UG99,Apac,"Apac, Uganda"
UGA1,Arua,"Arua, Uganda"
UGA2,Gulu,"Gulu, Uganda"
UGA3,Iganga,"Iganga, Uganda"
UGA4,Kamuli,"Kamuli, Uganda"
UGA5,Kapchorwa District,"Kapchorwa District, Uganda"
UGA6,Katakwi District,"Katakwi District, Uganda"
UGA7,Kotido District,"Kotido District, Uganda"
UGA8,Lira,"Lira, Uganda"
UGA9,Luwero,"Luwero, Uganda"
UGB1,Mbale,"Mbale, Uganda"
UGB2,Mbarara District,"Mbarara District, Uganda"
UGB3,Moyo,"Moyo, Uganda"
UGB4,Mubende District,"Mubende District, Uganda"
UGB5,Pallisa,"Pallisa, Uganda"
UGB6,Abim,"Abim, Uganda"
UGB7,Amolatar,"Amolatar, Uganda"
UGB8,Amuria,"Amuria, Uganda"
UGB9,Amuru District,"Amuru District, Uganda"
UGC1,Budaka,"Budaka, Uganda"
UGC2,Bududa,"Bududa, Uganda"
UGC3,Bukedea,"Bukedea, Uganda"
UGC4,Bukwa,"Bukwa, Uganda"
UGC5,Bulisa,"Bulisa, Uganda"
UGC6,Butaleja,"Butaleja, Uganda"
UGC7,Dokolo,"Dokolo, Uganda"
UGC8,Ibanda,"Ibanda, Uganda"
UGC9,Isingiro,"Isingiro, Uganda"
UGD1,Kaabong,"Kaabong, Uganda"
UGD2,Kaliro,"Kaliro, Uganda"
UGD3,Kiruhura,"Kiruhura, Uganda"
UGD4,Koboko,"Koboko, Uganda"
UGD5,Lyantonde,"Lyantonde, Uganda"
UGD6,Manafwa,"Manafwa, Uganda"
UGD7,Maracha District,"Maracha District, Uganda"
UGD8,Mityana,"Mityana, Uganda"
UGD9,Nakaseke,"Nakaseke, Uganda"
UGE1,Namutumba,"Namutumba, Uganda"
UGE2,Oyam,"Oyam, Uganda"
UGE3,Agago,"Agago, Uganda"
UGE4,Alebtong,"Alebtong, Uganda"
UGE5,Amudat,"Amudat, Uganda"
UGE6,Buhweju,"Buhweju, Uganda"
UGE7,Buikwe,"Buikwe, Uganda"
UGE8,Bukomansimbi,"Bukomansimbi, Uganda"
UGE9,Bulambuli,"Bulambuli, Uganda"
UGF1,Butambala,"Butambala, Uganda"
UGF2,Buvuma,"Buvuma, Uganda"
UGF3,Buyende,"Buyende, Uganda"
UGF4,Gomba,"Gomba, Uganda"
UGF5,Kalungu,"Kalungu, Uganda"
UGF6,Kibuku,"Kibuku, Uganda"
UGF7,Kiryandongo District,"Kiryandongo District, Uganda"
UGF8,Kole,"Kole, Uganda"
UGF9,Kween,"Kween, Uganda"
UGG1,Kyankwanzi,"Kyankwanzi, Uganda"
UGG2,Kyegegwa,"Kyegegwa, Uganda"
UGG3,Lamwo,"Lamwo, Uganda"
UGG4,Luuka,"Luuka, Uganda"
UGG5,Lwengo,"Lwengo, Uganda"
UGG6,Mitoma,"Mitoma, Uganda"
UGG7,Namayingo,"Namayingo, Uganda"
UGG8,Napak,"Napak, Uganda"
UGG9,Ngora,"Ngora, Uganda"
UGH1,Ntoroko,"Ntoroko, Uganda"
UGH2,Nwoya,"Nwoya, Uganda"
UGH3,Otuke,"Otuke, Uganda"
UGH4,Rubirizi,"Rubirizi, Uganda"
UGH5,Serere,"Serere, Uganda"
UGH6,Sheema,"Sheema, Uganda"
UGH7,Zombo,"Zombo, Uganda"
UK00,UNITED KINGDOM,United Kingdom
UK01,Avon,"Avon, United Kingdom"
UK02,Bedford,"Bedford, United Kingdom"
UK03,Berkshire,"Berkshire, United Kingdom"
UK04,Buckingham,"Buckingham, United Kingdom"
UK05,Cambridge,"Cambridge, United Kingdom"
UK06,Cheshire,"Cheshire, United Kingdom"
UK07,Cleveland,"Cleveland, United Kingdom"
UK08,Cornwall,"Cornwall, United Kingdom"
UK09,Cumbria,"Cumbria, United Kingdom"
UK10,Derby,"Derby, United Kingdom"
UK11,Devon,"Devon, United Kingdom"
UK12,Dorset,"Dorset, United Kingdom"
UK13,Durham,"Durham, United Kingdom"
UK14,East Sussex,"East Sussex, United Kingdom"
UK15,Essex,"Essex, United Kingdom"
UK16,Gloucester,"Gloucester, United Kingdom"
UK17,Greater London,"Greater London, United Kingdom"
UK18,Greater Manchester,"Greater Manchester, United Kingdom"
UK19,Hampshire,"Hampshire, United Kingdom"
UK20,Hereford and Worcester,"Hereford And Worcester, United Kingdom"
UK21,Hertford,"Hertford, United Kingdom"
UK22,Humberside,"Humberside, United Kingdom"
UK23,Isle of Wight,"Isle Of Wight, United Kingdom"
UK24,Kent,"Kent, United Kingdom"
UK25,Lancashire,"Lancashire, United Kingdom"
UK26,Leicester,"Leicester, United Kingdom"
UK27,Lincoln,"Lincoln, United Kingdom"
UK28,Merseyside,"Merseyside, United Kingdom"
UK29,Norfolk,"Norfolk, United Kingdom"
UK30,North Yorkshire,"North Yorkshire, United Kingdom"
UK31,Northampton,"Northampton, United Kingdom"
UK32,Northumberland,"Northumberland, United Kingdom"
UK33,Nottingham,"Nottingham, United Kingdom"
UK34,Oxford,"Oxford, United Kingdom"
UK35,Shropshire,"Shropshire, United Kingdom"
UK36,Somerset,"Somerset, United Kingdom"
UK37,South Yorkshire,"South Yorkshire, United Kingdom"
UK38,Stafford,"Stafford, United Kingdom"
UK39,Suffolk,"Suffolk, United Kingdom"
UK40,Surrey,"Surrey, United Kingdom"
UK41,Tyne and Wear,"Tyne And Wear, United Kingdom"
UK42,Warwick,"Warwick, United Kingdom"
UK43,West Midlands,"West Midlands, United Kingdom"
UK44,West Sussex,"West Sussex, United Kingdom"
UK45,West Yorkshire,"West Yorkshire, United Kingdom"
UK46,Wiltshire,"Wiltshire, United Kingdom"
UK52,Antrim,"Antrim, United Kingdom"
UK53,Ards,"Ards, United Kingdom"
UK54,Armagh,"Armagh, United Kingdom"
UK55,Ballymena,"Ballymena, United Kingdom"
UK56,Ballymoney,"Ballymoney, United Kingdom"
UK57,Banbridge,"Banbridge, United Kingdom"
UK58,Belfast,"Belfast, United Kingdom"
UK59,Carrickfergus,"Carrickfergus, United Kingdom"
UK60,Castlereagh,"Castlereagh, United Kingdom"
UK61,Coleraine,"Coleraine, United Kingdom"
UK62,Cookstown,"Cookstown, United Kingdom"
UK63,Craigavon,"Craigavon, United Kingdom"
UK64,Down,"Down, United Kingdom"
UK65,Dungannon,"Dungannon, United Kingdom"
UK66,Fermanagh,"Fermanagh, United Kingdom"
UK67,Larne,"Larne, United Kingdom"
UK68,Limavady,"Limavady, United Kingdom"
UK69,Lisburn,"Lisburn, United Kingdom"
UK70,Londonderry,"Londonderry, United Kingdom"
UK71,Magherafelt,"Magherafelt, United Kingdom"
UK72,Moyle,"Moyle, United Kingdom"
UK73,Newry and Mourne,"Newry And Mourne, United Kingdom"
UK74,Newtownabbey,"Newtownabbey, United Kingdom"
UK75,North Down,"North Down, United Kingdom"
UK76,Omagh,"Omagh, United Kingdom"
UK77,Strabane,"Strabane, United Kingdom"
UK78,Borders,"Borders, United Kingdom"
UK79,Central,"Central, United Kingdom"
UK80,Dumfries and Galloway,"Dumfries And Galloway, United Kingdom"
UK81,Fife,"Fife, United Kingdom"
UK82,Grampian,"Grampian, United Kingdom"
UK83,Highland,"Highland, United Kingdom"
UK84,Lothian,"Lothian, United Kingdom"
UK85,Orkney,"Orkney, United Kingdom"
UK86,Shetland,"Shetland, United Kingdom"
UK87,Strathclyde,"Strathclyde, United Kingdom"
UK88,Tayside,"Tayside, United Kingdom"
UK89,Western Isles,"Western Isles, United Kingdom"
UK90,Clwyd,"Clwyd, United Kingdom"
UK91,Dyfed,"Dyfed, United Kingdom"
UK92,Gwent,"Gwent, United Kingdom"
UK93,Gwynedd,"Gwynedd, United Kingdom"
UK94,Mid Glamorgan,"Mid Glamorgan, United Kingdom"
UK95,Powys,"Powys, United Kingdom"
UK96,South Glamorgan,"South Glamorgan, United Kingdom"
UK97,West Glamorgan,"West Glamorgan, United Kingdom"
UKA1,Barking and Dagenham,"Barking And Dagenham, United Kingdom"
UKA2,Barnet,"Barnet, United Kingdom"
UKA3,Barnsley,"Barnsley, United Kingdom"
UKA4,Bath and North East Somerset,"Bath And North East Somerset, United Kingdom"
UKA5,Bedfordshire,"Bedfordshire, United Kingdom"
UKA6,Bexley,"Bexley, United Kingdom"
UKA7,Birmingham,"Birmingham, United Kingdom"
UKA8,Blackburn with Darwen,"Blackburn With Darwen, United Kingdom"
UKA9,Blackpool,"Blackpool, United Kingdom"
UKB1,Bolton,"Bolton, United Kingdom"
UKB2,Bournemouth,"Bournemouth, United Kingdom"
UKB3,Bracknell Forest,"Bracknell Forest, United Kingdom"
UKB4,Bradford,"Bradford, United Kingdom"
UKB5,Brent,"Brent, United Kingdom"
UKB6,Brighton and Hove,"Brighton And Hove, United Kingdom"
UKB7,"Bristol, City of","Bristol, City Of, United Kingdom"
UKB8,Bromley,"Bromley, United Kingdom"
UKB9,Buckinghamshire,"Buckinghamshire, United Kingdom"
UKC1,Bury,"Bury, United Kingdom"
UKC2,Calderdale,"Calderdale, United Kingdom"
UKC3,Cambridgeshire,"Cambridgeshire, United Kingdom"
UKC4,Camden,"Camden, United Kingdom"
UKC5,Cheshire,"Cheshire, United Kingdom"
UKC6,Cornwall,"Cornwall, United Kingdom"
UKC7,Coventry,"Coventry, United Kingdom"
UKC8,Croydon,"Croydon, United Kingdom"
UKC9,Cumbria,"Cumbria, United Kingdom"
UKD1,Darlington,"Darlington, United Kingdom"
UKD2,Derby,"Derby, United Kingdom"
UKD3,Derbyshire,"Derbyshire, United Kingdom"
UKD4,Devon,"Devon, United Kingdom"
