Code,RawLabel,ProcLabel
AA00,ARUBA,Aruba
AC00,ANTIGUA AND BARBUDA,Antigua And Barbuda
AC01,Barbuda,"Barbuda, Antigua And Barbuda"
AC03,Saint George,"Saint George, Antigua And Barbuda"
AC04,Saint John,"Saint John, Antigua And Barbuda"
AC05,Saint Mary,"Saint Mary, Antigua And Barbuda"
AC06,Saint Paul,"Saint Paul, Antigua And Barbuda"
AC07,Saint Peter,"Saint Peter, Antigua And Barbuda"
AC08,Saint Philip,"Saint Philip, Antigua And Barbuda"
AC09,Redonda,"Redonda, Antigua And Barbuda"
AE00,UNITED ARAB EMIRATES,United Arab Emirates
AE01,Abu Zaby,"Abu Zaby, United Arab Emirates"
AE02,`Ajman,"Ajman, United Arab Emirates"
AE03,Dubayy,"Dubayy, United Arab Emirates"
AE04,Al Fujayrah,"Al Fujayrah, United Arab Emirates"
AE05,Ra's al Khaymah,"Ras Al Khaymah, United Arab Emirates"
AE06,Ash Shariqah,"Ash Shariqah, United Arab Emirates"
AE07,Umm al Qaywayn,"Umm Al Qaywayn, United Arab Emirates"
AF00,AFGHANISTAN,Afghanistan
AF01,Badakhshan,"Badakhshan, Afghanistan"
AF02,Badghis,"Badghis, Afghanistan"
AF03,Baghlan,"Baghlan, Afghanistan"
AF04,Balkh,"Balkh, Afghanistan"
AF05,Bamian,"Bamian, Afghanistan"
AF06,Farah,"Farah, Afghanistan"
AF07,Faryab,"Faryab, Afghanistan"
AF08,Ghazni,"Ghazni, Afghanistan"
AF09,Ghowr,"Ghowr, Afghanistan"
AF10,Helmand,"Helmand, Afghanistan"
AF11,Herat,"Herat, Afghanistan"
AF12,Jowzjan,"Jowzjan, Afghanistan"
AF13,Kabol,"Kabol, Afghanistan"
AF14,Kapisa,"Kapisa, Afghanistan"
AF15,Konar,"Konar, Afghanistan"
AF16,Laghman,"Laghman, Afghanistan"
AF17,Lowgar,"Lowgar, Afghanistan"
AF18,Nangarhar,"Nangarhar, Afghanistan"
AF19,Nimruz,"Nimruz, Afghanistan"
AF20,Oruzgan,"Oruzgan, Afghanistan"
AF21,Paktia,"Paktia, Afghanistan"
AF22,Parvan,"Parvan, Afghanistan"
AF23,Kandahar,"Kandahar, Afghanistan"
AF24,Kondoz,"Kondoz, Afghanistan"
AF25,Samangan,"Samangan, Afghanistan"
AF26,Takhar,"Takhar, Afghanistan"
AF27,Vardak,"Vardak, Afghanistan"
AF28,Zabol,"Zabol, Afghanistan"
AF29,Paktika,"Paktika, Afghanistan"
AF30,Balkh,"Balkh, Afghanistan"
AF31,Jowzjan,"Jowzjan, Afghanistan"
AF32,Samangan,"Samangan, Afghanistan"
AF33,Sar-e Pol,"Sar-E Pol, Afghanistan"
AF34,Konar,"Konar, Afghanistan"
AF35,Laghman,"Laghman, Afghanistan"
AF36,Paktia,"Paktia, Afghanistan"
AF37,Khowst,"Khowst, Afghanistan"
AF38,Nurestan,"Nurestan, Afghanistan"
AF39,Oruzgan,"Oruzgan, Afghanistan"
AF40,Parvan,"Parvan, Afghanistan"
AF41,Daykondi,"Daykondi, Afghanistan"
AF42,Panjshir,"Panjshir, Afghanistan"
AG00,ALGERIA,Algeria
AG01,Alger,"Alger, Algeria"
AG02,Annaba,"Annaba, Algeria"
AG03,Batna,"Batna, Algeria"
AG04,Constantine,"Constantine, Algeria"
AG05,El Asnam,"El Asnam, Algeria"
AG06,Medea,"Medea, Algeria"
AG07,Mostaganem,"Mostaganem, Algeria"
AG09,Oran,"Oran, Algeria"
AG10,Saida,"Saida, Algeria"
AG12,Setif,"Setif, Algeria"
AG13,Tiaret,"Tiaret, Algeria"
AG14,Tizi Ouzou,"Tizi Ouzou, Algeria"
AG15,Tlemcen,"Tlemcen, Algeria"
AG16,Adrar,"Adrar, Algeria"
AG17,Bechar,"Bechar, Algeria"
AG18,Bejaia,"Bejaia, Algeria"
AG19,Biskra,"Biskra, Algeria"
AG20,Blida,"Blida, Algeria"
AG21,Bouira,"Bouira, Algeria"
AG22,Djelfa,"Djelfa, Algeria"
AG23,Guelma,"Guelma, Algeria"
AG24,Jijel,"Jijel, Algeria"
AG25,Laghouat,"Laghouat, Algeria"
AG26,Mascara,"Mascara, Algeria"
AG27,M'sila,"Msila, Algeria"
AG28,Ouargla,"Ouargla, Algeria"
AG29,Oum el Bouaghi,"Oum El Bouaghi, Algeria"
AG30,Sidi Bel Abbes,"Sidi Bel Abbes, Algeria"
AG31,Skikda,"Skikda, Algeria"
AG32,Tamanrasset,"Tamanrasset, Algeria"
AG33,Tebessa,"Tebessa, Algeria"
AG34,Adrar,"Adrar, Algeria"
AG35,Ain Defla,"Ain Defla, Algeria"
AG36,Ain Temouchent,"Ain Temouchent, Algeria"
AG37,Annaba,"Annaba, Algeria"
AG38,Bechar,"Bechar, Algeria"
AG39,Bordj Bou Arreridj,"Bordj Bou Arreridj, Algeria"
AG40,Boumerdes,"Boumerdes, Algeria"
AG41,Chlef,"Chlef, Algeria"
AG42,El Bayadh,"El Bayadh, Algeria"
AG43,El Oued,"El Oued, Algeria"
AG44,El Tarf,"El Tarf, Algeria"
AG45,Ghardaia,"Ghardaia, Algeria"
AG46,Illizi,"Illizi, Algeria"
AG47,Khenchela,"Khenchela, Algeria"
AG48,Mila,"Mila, Algeria"
AG49,Naama,"Naama, Algeria"
AG50,Ouargla,"Ouargla, Algeria"
AG51,Relizane,"Relizane, Algeria"
AG52,Souk Ahras,"Souk Ahras, Algeria"
AG53,Tamanghasset,"Tamanghasset, Algeria"
AG54,Tindouf,"Tindouf, Algeria"
AG55,Tipaza,"Tipaza, Algeria"
AG56,Tissemsilt,"Tissemsilt, Algeria"
AJ00,AZERBAIJAN,Azerbaijan
AJ01,Abseron,"Abseron, Azerbaijan"
AJ02,Agcabadi,"Agcabadi, Azerbaijan"
AJ03,Agdam,"Agdam, Azerbaijan"
AJ04,Agdas,"Agdas, Azerbaijan"
AJ05,Agstafa,"Agstafa, Azerbaijan"
AJ06,Agsu,"Agsu, Azerbaijan"
AJ07,Ali Bayramli,"Ali Bayramli, Azerbaijan"
AJ08,Astara,"Astara, Azerbaijan"
AJ09,Baki,"Baki, Azerbaijan"
AJ10,Balakan,"Balakan, Azerbaijan"
AJ11,Barda,"Barda, Azerbaijan"
AJ12,Beylaqan,"Beylaqan, Azerbaijan"
AJ13,Bilasuvar,"Bilasuvar, Azerbaijan"
AJ14,Cabrayil,"Cabrayil, Azerbaijan"
AJ15,Calilabad,"Calilabad, Azerbaijan"
AJ16,Daskasan,"Daskasan, Azerbaijan"
AJ17,Davaci,"Davaci, Azerbaijan"
AJ18,Fuzuli,"Fuzuli, Azerbaijan"
AJ19,Gadabay,"Gadabay, Azerbaijan"
AJ20,Ganca,"Ganca, Azerbaijan"
AJ21,Goranboy,"Goranboy, Azerbaijan"
AJ22,Goycay,"Goycay, Azerbaijan"
AJ23,Haciqabul,"Haciqabul, Azerbaijan"
AJ24,Imisli,"Imisli, Azerbaijan"
AJ25,Ismayilli,"Ismayilli, Azerbaijan"
AJ26,Kalbacar,"Kalbacar, Azerbaijan"
AJ27,Kurdamir,"Kurdamir, Azerbaijan"
AJ28,Lacin,"Lacin, Azerbaijan"
AJ29,Lankaran,"Lankaran, Azerbaijan"
AJ30,Lankaran,"Lankaran, Azerbaijan"
AJ31,Lerik,"Lerik, Azerbaijan"
AJ32,Masalli,"Masalli, Azerbaijan"
AJ33,Mingacevir,"Mingacevir, Azerbaijan"
AJ34,Naftalan,"Naftalan, Azerbaijan"
AJ35,Naxcivan,"Naxcivan, Azerbaijan"
AJ36,Neftcala,"Neftcala, Azerbaijan"
AJ37,Oguz,"Oguz, Azerbaijan"
AJ38,Qabala,"Qabala, Azerbaijan"
AJ39,Qax,"Qax, Azerbaijan"
AJ40,Qazax,"Qazax, Azerbaijan"
AJ41,Qobustan,"Qobustan, Azerbaijan"
AJ42,Quba,"Quba, Azerbaijan"
AJ43,Qubadli,"Qubadli, Azerbaijan"
AJ44,Qusar,"Qusar, Azerbaijan"
AJ45,Saatli,"Saatli, Azerbaijan"
AJ46,Sabirabad,"Sabirabad, Azerbaijan"
AJ47,Saki,"Saki, Azerbaijan"
AJ48,Saki,"Saki, Azerbaijan"
AJ49,Salyan,"Salyan, Azerbaijan"
AJ50,Samaxi,"Samaxi, Azerbaijan"
AJ51,Samkir,"Samkir, Azerbaijan"
AJ52,Samux,"Samux, Azerbaijan"
AJ53,Siyazan,"Siyazan, Azerbaijan"
AJ54,Sumqayit,"Sumqayit, Azerbaijan"
AJ55,Susa,"Susa, Azerbaijan"
AJ56,Susa,"Susa, Azerbaijan"
AJ57,Tartar,"Tartar, Azerbaijan"
AJ58,Tovuz,"Tovuz, Azerbaijan"
AJ59,Ucar,"Ucar, Azerbaijan"
AJ60,Xacmaz,"Xacmaz, Azerbaijan"
AJ61,Xankandi,"Xankandi, Azerbaijan"
AJ62,Xanlar,"Xanlar, Azerbaijan"
AJ63,Xizi,"Xizi, Azerbaijan"
AJ64,Xocali,"Xocali, Azerbaijan"
AJ65,Xocavand,"Xocavand, Azerbaijan"
AJ66,Yardimli,"Yardimli, Azerbaijan"
AJ67,Yevlax,"Yevlax, Azerbaijan"
AJ68,Yevlax,"Yevlax, Azerbaijan"
AJ69,Zangilan,"Zangilan, Azerbaijan"
AJ70,Zaqatala,"Zaqatala, Azerbaijan"
AJ71,Zardab,"Zardab, Azerbaijan"
AL00,ALBANIA,Albania
AL01,Berat,"Berat, Albania"
AL02,Diber,"Diber, Albania"
AL03,Durres,"Durres, Albania"
AL04,Elbasan,"Elbasan, Albania"
AL05,Fier,"Fier, Albania"
AL06,Gjirokaster,"Gjirokaster, Albania"
AL07,Gramsh,"Gramsh, Albania"
AL08,Kolonje,"Kolonje, Albania"
AL09,Korce,"Korce, Albania"
AL10,Kruje,"Kruje, Albania"
AL11,Kukes,"Kukes, Albania"
AL12,Lezhe,"Lezhe, Albania"
AL13,Librazhd,"Librazhd, Albania"
AL14,Lushnje,"Lushnje, Albania"
AL15,Mat,"Mat, Albania"
AL16,Mirdite,"Mirdite, Albania"
AL17,Permet,"Permet, Albania"
AL18,Pogradec,"Pogradec, Albania"
AL19,Puke,"Puke, Albania"
AL20,Sarande,"Sarande, Albania"
AL21,Shkoder,"Shkoder, Albania"
AL22,Skrapar,"Skrapar, Albania"
AL23,Tepelene,"Tepelene, Albania"
AL24,Tirane,"Tirane, Albania"
AL25,Tirane,"Tirane, Albania"
AL26,Tropoje,"Tropoje, Albania"
AL27,Vlore,"Vlore, Albania"
AL28,Tirane,"Tirane, Albania"
AL29,Bulqize,"Bulqize, Albania"
AL30,Delvine,"Delvine, Albania"
AL31,Devoll,"Devoll, Albania"
AL32,Has,"Has, Albania"
AL33,Kavaje,"Kavaje, Albania"
AL34,Kucove,"Kucove, Albania"
AL35,Kurbin,"Kurbin, Albania"
AL36,Malesi e Madhe,"Malesi E Madhe, Albania"
AL37,Mallakaster,"Mallakaster, Albania"
AL38,Peqin,"Peqin, Albania"
AL39,Tirane,"Tirane, Albania"
AL40,Berat,"Berat, Albania"
AL41,Diber,"Diber, Albania"
AL42,Durres,"Durres, Albania"
AL43,Elbasan,"Elbasan, Albania"
AL44,Fier,"Fier, Albania"
AL45,Gjirokaster,"Gjirokaster, Albania"
AL46,Korce,"Korce, Albania"
AL47,Kukes,"Kukes, Albania"
AL48,Lezhe,"Lezhe, Albania"
AL49,Shkoder,"Shkoder, Albania"
AL50,Tirane,"Tirane, Albania"
AL51,Vlore,"Vlore, Albania"
AM00,ARMENIA,Armenia
AM01,Aragatsotn,"Aragatsotn, Armenia"
AM02,Ararat,"Ararat, Armenia"
AM03,Armavir,"Armavir, Armenia"
AM04,Geghark'unik',"Gegharkunik, Armenia"
AM05,Kotayk',"Kotayk, Armenia"
AM06,Lorri,"Lorri, Armenia"
AM07,Shirak,"Shirak, Armenia"
AM08,Syunik',"Syunik, Armenia"
AM09,Tavush,"Tavush, Armenia"
AM10,Vayots' Dzor,"Vayots Dzor, Armenia"
AM11,Yerevan,"Yerevan, Armenia"
AN00,ANDORRA,Andorra
AN01,Andorra,"Andorra, Andorra"
AN02,Canillo,"Canillo, Andorra"
AN03,Encamp,"Encamp, Andorra"
AN04,La Massana,"La Massana, Andorra"
AN05,Ordino,"Ordino, Andorra"
AN06,Sant Julia de Loria,"Sant Julia De Loria, Andorra"
AN07,Andorra la Vella,"Andorra La Vella, Andorra"
AN08,Escaldes-Engordany,"Escaldes-Engordany, Andorra"
AO00,ANGOLA,Angola
AO01,Benguela,"Benguela, Angola"
AO02,Bie,"Bie, Angola"
AO03,Cabinda,"Cabinda, Angola"
AO04,Cuando Cubango,"Cuando Cubango, Angola"
AO05,Cuanza Norte,"Cuanza Norte, Angola"
AO06,Cuanza Sul,"Cuanza Sul, Angola"
AO07,Cunene,"Cunene, Angola"
AO08,Huambo,"Huambo, Angola"
AO09,Huila,"Huila, Angola"
AO10,Luanda,"Luanda, Angola"
AO12,Malanje,"Malanje, Angola"
AO13,Namibe,"Namibe, Angola"
AO14,Moxico,"Moxico, Angola"
AO15,Uige,"Uige, Angola"
AO16,Zaire,"Zaire, Angola"
AO17,Lunda Norte,"Lunda Norte, Angola"
AO18,Lunda Sul,"Lunda Sul, Angola"
AO19,Bengo,"Bengo, Angola"
AO20,Luanda,"Luanda, Angola"
AQ00,AMERICAN SAMOA,American Samoa
AR00,ARGENTINA,Argentina
AR01,Buenos Aires,"Buenos Aires, Argentina"
AR02,Catamarca,"Catamarca, Argentina"
AR03,Chaco,"Chaco, Argentina"
AR04,Chubut,"Chubut, Argentina"
AR05,Cordoba,"Cordoba, Argentina"
AR06,Corrientes,"Corrientes, Argentina"
AR07,Distrito Federal,"Distrito Federal, Argentina"
AR08,Entre Rios,"Entre Rios, Argentina"
AR09,Formosa,"Formosa, Argentina"
AR10,Jujuy,"Jujuy, Argentina"
AR11,La Pampa,"La Pampa, Argentina"
AR12,La Rioja,"La Rioja, Argentina"
AR13,Mendoza,"Mendoza, Argentina"
AR14,Misiones,"Misiones, Argentina"
AR15,Neuquen,"Neuquen, Argentina"
AR16,Rio Negro,"Rio Negro, Argentina"
AR17,Salta,"Salta, Argentina"
AR18,San Juan,"San Juan, Argentina"
AR19,San Luis,"San Luis, Argentina"
AR20,Santa Cruz,"Santa Cruz, Argentina"
AR21,Santa Fe,"Santa Fe, Argentina"
AR22,Santiago del Estero,"Santiago Del Estero, Argentina"
AR23,"Tierra del Fuego, Antartida e Islas del Atlantico Sur","Tierra Del Fuego, Antartida E Islas Del Atlantico Sur, Argentina"
AR24,Tucuman,"Tucuman, Argentina"
AS00,AUSTRALIA,Australia
AS01,Australian Capital Territory,"Australian Capital Territory, Australia"
AS02,New South Wales,"New South Wales, Australia"
AS03,Northern Territory,"Northern Territory, Australia"
AS04,Queensland,"Queensland, Australia"
AS05,South Australia,"South Australia, Australia"
AS06,Tasmania,"Tasmania, Australia"
AS07,Victoria,"Victoria, Australia"
AS08,Western Australia,"Western Australia, Australia"
AT00,ASHMORE AND CARTIER ISLANDS,Ashmore And Cartier Islands
AU00,AUSTRIA,Austria
AU01,Burgenland,"Burgenland, Austria"
AU02,Karnten,"Karnten, Austria"
AU03,Niederosterreich,"Niederosterreich, Austria"
AU04,Oberosterreich,"Oberosterreich, Austria"
AU05,Salzburg,"Salzburg, Austria"
AU06,Steiermark,"Steiermark, Austria"
AU07,Tirol,"Tirol, Austria"
AU08,Vorarlberg,"Vorarlberg, Austria"
AU09,Wien,"Wien, Austria"
AV00,ANGUILLA,Anguilla
AX00,AKROTIRI SOVEREIGN BASE AREA,Akrotiri Sovereign Base Area
AY00,ANTARCTICA,Antarctica
BA00,BAHRAIN,Bahrain
BA01,Al Hadd,"Al Hadd, Bahrain"
BA02,Al Manamah,"Al Manamah, Bahrain"
BA03,Al Muharraq,"Al Muharraq, Bahrain"
BA05,Jidd Hafs,"Jidd Hafs, Bahrain"
BA06,Sitrah,"Sitrah, Bahrain"
BA07,Al Rifa` wa al Mintaqah al Janubiyah,"Al Rifa Wa Al Mintaqah Al Janubiyah, Bahrain"
BA08,Al Mintaqah al Gharbiyah,"Al Mintaqah Al Gharbiyah, Bahrain"
BA09,Mintaqat Juzur Hawar,"Mintaqat Juzur Hawar, Bahrain"
BA10,Al Mintaqah ash Shamaliyah,"Al Mintaqah Ash Shamaliyah, Bahrain"
BA11,Al Mintaqah al Wusta,"Al Mintaqah Al Wusta, Bahrain"
BA12,Madinat `Isa,"Madinat Isa, Bahrain"
BA13,Ar Rifa` wa al Mintaqah al Janubiyah,"Ar Rifa Wa Al Mintaqah Al Janubiyah, Bahrain"
BA14,Madinat Hamad,"Madinat Hamad, Bahrain"
BA15,Al Muharraq,"Al Muharraq, Bahrain"
BA16,Al 'Asimah,"Al Asimah, Bahrain"
BA17,Al Janubiyah,"Al Janubiyah, Bahrain"
BA18,Ash Shamaliyah,"Ash Shamaliyah, Bahrain"
BA19,Al Wusta,"Al Wusta, Bahrain"
BB00,BARBADOS,Barbados
BB01,Christ Church,"Christ Church, Barbados"
BB02,Saint Andrew,"Saint Andrew, Barbados"
BB03,Saint George,"Saint George, Barbados"
BB04,Saint James,"Saint James, Barbados"
BB05,Saint John,"Saint John, Barbados"
BB06,Saint Joseph,"Saint Joseph, Barbados"
BB07,Saint Lucy,"Saint Lucy, Barbados"
BB08,Saint Michael,"Saint Michael, Barbados"
BB09,Saint Peter,"Saint Peter, Barbados"
BB10,Saint Philip,"Saint Philip, Barbados"
BB11,Saint Thomas,"Saint Thomas, Barbados"
BC00,BOTSWANA,Botswana
BC01,Central,"Central, Botswana"
BC02,Chobe,"Chobe, Botswana"
BC03,Ghanzi,"Ghanzi, Botswana"
BC04,Kgalagadi,"Kgalagadi, Botswana"
BC05,Kgatleng,"Kgatleng, Botswana"
BC06,Kweneng,"Kweneng, Botswana"
BC07,Ngamiland,"Ngamiland, Botswana"
BC08,North-East,"North-East, Botswana"
BC09,South-East,"South-East, Botswana"
BC10,Southern,"Southern, Botswana"
BC11,North West,"North West, Botswana"
BD00,BERMUDA,Bermuda
BD01,Devonshire,"Devonshire, Bermuda"
BD02,Hamilton,"Hamilton, Bermuda"
BD03,Hamilton,"Hamilton, Bermuda"
BD04,Paget,"Paget, Bermuda"
BD05,Pembroke,"Pembroke, Bermuda"
BD06,Saint George,"Saint George, Bermuda"
BD07,Saint George's,"Saint Georges, Bermuda"
BD08,Sandys,"Sandys, Bermuda"
BD09,Smiths,"Smiths, Bermuda"
BD10,Southampton,"Southampton, Bermuda"
BD11,Warwick,"Warwick, Bermuda"
BE00,BELGIUM,Belgium
BE01,Antwerpen,"Antwerpen, Belgium"
BE02,Brabant,"Brabant, Belgium"
BE03,Hainaut,"Hainaut, Belgium"
BE04,Liege,"Liege, Belgium"
BE05,Limburg,"Limburg, Belgium"
BE06,Luxembourg,"Luxembourg, Belgium"
BE07,Namur,"Namur, Belgium"
BE08,Oost-Vlaanderen,"Oost-Vlaanderen, Belgium"
BE09,West-Vlaanderen,"West-Vlaanderen, Belgium"
BE10,Brabant Wallon,"Brabant Wallon, Belgium"
BE11,Brussels Hoofdstedelijk Gewest/Region de Bruxelles-Capitale,"Brussels Hoofdstedelijk Gewest/Region De Bruxelles-Capitale, Belgium"
BE12,Vlamms-Brabant,"Vlamms-Brabant, Belgium"
BE13,Region Flamande,"Region Flamande, Belgium"
BE14,Waals Gewest,"Waals Gewest, Belgium"
BF00,"BAHAMAS, THE",Bahamas
BF01,Abaco,"Abaco, Bahamas"
BF02,Acklins Island,"Acklins Island, Bahamas"
BF03,Andros Island,"Andros Island, Bahamas"
BF04,Berry Islands,"Berry Islands, Bahamas"
BF05,Bimini,"Bimini, Bahamas"
BF06,Cat Island,"Cat Island, Bahamas"
BF07,Cay Lobos,"Cay Lobos, Bahamas"
BF08,Crooked Island,"Crooked Island, Bahamas"
BF09,Eleuthera,"Eleuthera, Bahamas"
BF10,Exuma,"Exuma, Bahamas"
BF11,Grand Bahama,"Grand Bahama, Bahamas"
BF12,Harbour Island,"Harbour Island, Bahamas"
BF13,Inagua,"Inagua, Bahamas"
BF14,Long Cay,"Long Cay, Bahamas"
BF15,Long Island,"Long Island, Bahamas"
BF16,Mayaguana,"Mayaguana, Bahamas"
BF17,New Providence,"New Providence, Bahamas"
BF18,Ragged Island,"Ragged Island, Bahamas"
BF19,Rum Cay,"Rum Cay, Bahamas"
BF20,San Salvador,"San Salvador, Bahamas"
BF21,Spanish Wells,"Spanish Wells, Bahamas"
BF22,Harbour Island,"Harbour Island, Bahamas"
BF23,New Providence,"New Providence, Bahamas"
BF24,Acklins and Crooked Islands,"Acklins And Crooked Islands, Bahamas"
BF25,Freeport,"Freeport, Bahamas"
BF26,Fresh Creek,"Fresh Creek, Bahamas"
BF27,Governor's Harbour,"Governors Harbour, Bahamas"
BF28,Green Turtle Cay,"Green Turtle Cay, Bahamas"
BF29,High Rock,"High Rock, Bahamas"
BF30,Kemps Bay,"Kemps Bay, Bahamas"
BF31,Marsh Harbour,"Marsh Harbour, Bahamas"
BF32,Nichollstown and Berry Islands,"Nichollstown And Berry Islands, Bahamas"
BF33,Rock Sound,"Rock Sound, Bahamas"
BF34,Sandy Point,"Sandy Point, Bahamas"
BF35,San Salvador and Rum Cay,"San Salvador And Rum Cay, Bahamas"
BF36,Black Point,"Black Point, Bahamas"
BF37,Central Abaco,"Central Abaco, Bahamas"
BF38,Central Andros,"Central Andros, Bahamas"
BF39,Central Eleuthera,"Central Eleuthera, Bahamas"
BF40,Crooked Island and Long Cay,"Crooked Island And Long Cay, Bahamas"
BF41,East Grand Bahama,"East Grand Bahama, Bahamas"
BF42,Grand Cay,"Grand Cay, Bahamas"
BF43,Hope Town,"Hope Town, Bahamas"
BF44,Mangrove Cay,"Mangrove Cay, Bahamas"
BF45,Moores Island,"Moores Island, Bahamas"
BF46,North Abaco,"North Abaco, Bahamas"
BF47,North Andros,"North Andros, Bahamas"
BF48,North Eleuthera,"North Eleuthera, Bahamas"
BF49,Rum Cay,"Rum Cay, Bahamas"
BF50,South Abaco,"South Abaco, Bahamas"
BF51,South Andros,"South Andros, Bahamas"
BF52,South Eleuthera,"South Eleuthera, Bahamas"
BF53,Spanish Wells,"Spanish Wells, Bahamas"
BF54,West Grand Bahama,"West Grand Bahama, Bahamas"
BG00,BANGLADESH,Bangladesh
BG01,Barisal,"Barisal, Bangladesh"
BG02,Bogra,"Bogra, Bangladesh"
BG03,Chittagong,"Chittagong, Bangladesh"
BG04,Bandarban,"Bandarban, Bangladesh"
BG05,Comilla,"Comilla, Bangladesh"
BG06,Dacca,"Dacca, Bangladesh"
BG07,Dinajpur,"Dinajpur, Bangladesh"
BG08,Faridpur,"Faridpur, Bangladesh"
BG09,Jessore,"Jessore, Bangladesh"
BG10,Khulna,"Khulna, Bangladesh"
BG11,Kushtia,"Kushtia, Bangladesh"
BG12,Mymensingh,"Mymensingh, Bangladesh"
BG13,Noakhali,"Noakhali, Bangladesh"
BG14,Pabna,"Pabna, Bangladesh"
BG15,Patuakhali,"Patuakhali, Bangladesh"
BG16,Rajshaihi,"Rajshaihi, Bangladesh"
BG17,Rangpur,"Rangpur, Bangladesh"
BG18,Sylhet,"Sylhet, Bangladesh"
BG19,Tangail,"Tangail, Bangladesh"
BG20,Ramgarh,"Ramgarh, Bangladesh"
BG21,Rangamati,"Rangamati, Bangladesh"
BG22,Bagerhat,"Bagerhat, Bangladesh"
BG23,Bhola,"Bhola, Bangladesh"
BG24,Bogra,"Bogra, Bangladesh"
BG25,Barguna,"Barguna, Bangladesh"
BG26,Brahmanbaria,"Brahmanbaria, Bangladesh"
BG27,Chandpur,"Chandpur, Bangladesh"
BG28,Chapai Nawabganj,"Chapai Nawabganj, Bangladesh"
BG29,Chattagram,"Chattagram, Bangladesh"
BG30,Chuadanga,"Chuadanga, Bangladesh"
BG31,Cox's Bazar,"Coxs Bazar, Bangladesh"
BG32,Dhaka,"Dhaka, Bangladesh"
BG33,Dinajpur,"Dinajpur, Bangladesh"
BG34,Faridpur,"Faridpur, Bangladesh"
BG35,Feni,"Feni, Bangladesh"
BG36,Gaibandha,"Gaibandha, Bangladesh"
BG37,Gazipur,"Gazipur, Bangladesh"
BG38,Gopalganj,"Gopalganj, Bangladesh"
BG39,Habiganj,"Habiganj, Bangladesh"
BG40,Jaipurhat,"Jaipurhat, Bangladesh"
BG41,Jamalpur,"Jamalpur, Bangladesh"
BG42,Jessore,"Jessore, Bangladesh"
BG43,Jhalakati,"Jhalakati, Bangladesh"
BG44,Jhenaidah,"Jhenaidah, Bangladesh"
BG45,Khagrachari,"Khagrachari, Bangladesh"
BG46,Khulna,"Khulna, Bangladesh"
BG47,Kishorganj,"Kishorganj, Bangladesh"
BG48,Kurigram,"Kurigram, Bangladesh"
BG49,Kushtia,"Kushtia, Bangladesh"
BG50,Laksmipur,"Laksmipur, Bangladesh"
BG51,Lalmonirhat,"Lalmonirhat, Bangladesh"
BG52,Madaripur,"Madaripur, Bangladesh"
BG53,Magura,"Magura, Bangladesh"
BG54,Manikganj,"Manikganj, Bangladesh"
BG55,Meherpur,"Meherpur, Bangladesh"
BG56,Moulavibazar,"Moulavibazar, Bangladesh"
BG57,Munshiganj,"Munshiganj, Bangladesh"
BG58,Naogaon,"Naogaon, Bangladesh"
BG59,Narail,"Narail, Bangladesh"
BG60,Narayanganj,"Narayanganj, Bangladesh"
BG61,Narsingdi,"Narsingdi, Bangladesh"
BG62,Nator,"Nator, Bangladesh"
BG63,Netrakona,"Netrakona, Bangladesh"
BG64,Nilphamari,"Nilphamari, Bangladesh"
BG65,Pabna,"Pabna, Bangladesh"
BG66,Panchagar,"Panchagar, Bangladesh"
BG67,Parbattya Chattagram,"Parbattya Chattagram, Bangladesh"
BG68,Pirojpur,"Pirojpur, Bangladesh"
BG69,Rajbari,"Rajbari, Bangladesh"
BG70,Rajshahi,"Rajshahi, Bangladesh"
BG71,Rangpur,"Rangpur, Bangladesh"
BG72,Satkhira,"Satkhira, Bangladesh"
BG73,Shariyatpur,"Shariyatpur, Bangladesh"
BG74,Sherpur,"Sherpur, Bangladesh"
BG75,Sirajganj,"Sirajganj, Bangladesh"
BG76,Sunamganj,"Sunamganj, Bangladesh"
BG77,Sylhet,"Sylhet, Bangladesh"
BG78,Tangail,"Tangail, Bangladesh"
BG79,Thakurgaon,"Thakurgaon, Bangladesh"
BG80,Chittagong,"Chittagong, Bangladesh"
BG81,Dhaka,"Dhaka, Bangladesh"
BG82,Khulna,"Khulna, Bangladesh"
BG83,Rajshahi,"Rajshahi, Bangladesh"
BG84,Chittagong,"Chittagong, Bangladesh"
BG85,Barisal,"Barisal, Bangladesh"
BG86,Sylhet,"Sylhet, Bangladesh"
BG87,Rangpur,"Rangpur, Bangladesh"
BH00,BELIZE,Belize
BH01,Belize,"Belize, Belize"
BH02,Cayo,"Cayo, Belize"
BH03,Corozal,"Corozal, Belize"
BH04,Orange Walk,"Orange Walk, Belize"
BH05,Stann Creek,"Stann Creek, Belize"
BH06,Toledo,"Toledo, Belize"
BK00,BOSNIA AND HERZEGOVINA,Bosnia And Herzegovina
BK01,Federation of Bosnia and Herzegovina [conventional]; Federacija Bosne i Hercegovine [Serbocroatian],"Federation Of Bosnia And Herzegovina, Bosnia And Herzegovina"
BK02,Republica Srpska,"Republica Srpska, Bosnia And Herzegovina"
BKBD,Brcko Distrikt,"Brcko Distrikt, Bosnia And Herzegovina"
BL00,BOLIVIA,Bolivia
BL01,Chuquisaca,"Chuquisaca, Bolivia"
BL02,Cochabamba,"Cochabamba, Bolivia"
BL03,El Beni,"El Beni, Bolivia"
BL04,La Paz,"La Paz, Bolivia"
BL05,Oruro,"Oruro, Bolivia"
BL06,Pando,"Pando, Bolivia"
